ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
204172_at	0.993	0.1194034	1.96	-4.273	1.48	CPOX	coproporphyrinogen oxidase
214157_at	0.993	0.1194741	-1.96	-4.273	-1.12	GNAS	GNAS complex locus
217073_x_at	0.993	0.1194781	-1.96	-4.273	-1.12	APOA1	apolipoprotein A1
229462_at	0.993	0.1194915	-1.96	-4.273	-2.50	CAAP1	caspase activity and apoptosis inhibitor 1
216014_s_at	0.993	0.1195084	-1.96	-4.273	-1.10	ZXDB///ZXDA	zinc finger, X-linked, duplicated B///zinc finger, X-linked, duplicated A
203253_s_at	0.993	0.1195125	1.96	-4.273	9.97e-01	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2
211499_s_at	0.993	0.1195246	-1.96	-4.273	-8.99e-01	MAPK11	mitogen-activated protein kinase 11
244017_at	0.993	0.1195349	-1.96	-4.274	-1.51		
220058_at	0.993	0.1195353	-1.96	-4.274	-1.37	GID4	GID complex subunit 4 homolog
230504_at	0.993	0.1195608	1.96	-4.274	1.87	CEACAM19	carcinoembryonic antigen related cell adhesion molecule 19
241729_at	0.993	0.1195904	-1.96	-4.274	-1.66	DOK6	docking protein 6
201767_s_at	0.993	0.1195982	1.96	-4.274	9.31e-01	ELAC2	elaC ribonuclease Z 2
1558602_a_at	0.993	0.1196508	1.96	-4.274	1.61	TUSC7	tumor suppressor candidate 7 (non-protein coding)
1556936_at	0.993	0.1196599	-1.96	-4.274	-1.30	GAS1RR	GAS1 adjacent regulatory RNA
210263_at	0.993	0.1196812	-1.96	-4.275	-1.01	KCNF1	potassium voltage-gated channel modifier subfamily F member 1
233094_at	0.993	0.1197051	-1.96	-4.275	-1.50		
232993_at	0.993	0.1197905	-1.96	-4.275	-3.24	SYNJ1	synaptojanin 1
1556969_at	0.993	0.1198072	-1.95	-4.276	-1.15	CFAP65	cilia and flagella associated protein 65
212720_at	0.993	0.1198143	-1.95	-4.276	-9.75e-01	PAPOLA	poly(A) polymerase alpha
1555716_a_at	0.993	0.119815	1.95	-4.276	1.31	CXADR	coxsackie virus and adenovirus receptor
211221_at	0.993	0.1198221	-1.95	-4.276	-2.69	TADA3	transcriptional adaptor 3
1564940_at	0.993	0.1198349	1.95	-4.276	2.59		
1558120_at	0.993	0.1198401	1.95	-4.276	2.38	DDX3X	DEAD-box helicase 3, X-linked
243239_at	0.993	0.1198462	-1.95	-4.276	-1.50	SAMM50	SAMM50 sorting and assembly machinery component
219771_at	0.993	0.1198658	-1.95	-4.276	-9.47e-01	TBC1D8B	TBC1 domain family member 8B
204043_at	0.993	0.1198738	1.95	-4.276	1.15	TCN2	transcobalamin 2
211223_at	0.993	0.1198752	-1.95	-4.276	-1.73	PROP1	PROP paired-like homeobox 1
243586_at	0.993	0.1198806	1.95	-4.276	1.38		
235153_at	0.993	0.1198833	-1.95	-4.276	-1.09	RNF183	ring finger protein 183
206100_at	0.993	0.1198914	1.95	-4.276	9.21e-01	CPM	carboxypeptidase M
238118_s_at	0.993	0.1199082	-1.95	-4.276	-2.58	PPOX	protoporphyrinogen oxidase
205555_s_at	0.993	0.1199514	-1.95	-4.277	-3.32	MSX2	msh homeobox 2
230489_at	0.993	0.1199762	-1.95	-4.277	-1.25	CD5	CD5 molecule
220721_at	0.993	0.1200541	-1.95	-4.277	-1.14	ZNF614	zinc finger protein 614
207149_at	0.993	0.1200897	-1.95	-4.278	-1.72	CDH12	cadherin 12
1557519_at	0.993	0.1200948	-1.95	-4.278	-2.36		
235386_at	0.993	0.1200955	1.95	-4.278	1.03		
230846_at	0.993	0.1201125	-1.95	-4.278	-2.54	AKAP5	A-kinase anchoring protein 5
206540_at	0.993	0.1201154	1.95	-4.278	9.93e-01	GLB1L	galactosidase beta 1 like
241171_at	0.993	0.1201467	-1.95	-4.278	-2.24		
201095_at	0.993	0.1201588	1.95	-4.278	9.29e-01	DAP	death associated protein
1554170_a_at	0.993	0.1201638	-1.95	-4.278	-1.11	MBLAC1	metallo-beta-lactamase domain containing 1
237608_at	0.993	0.1201934	-1.95	-4.278	-3.33	LOC101929570	uncharacterized LOC101929570
241641_at	0.993	0.1202173	-1.95	-4.279	-1.00		
241116_at	0.993	0.1202195	1.95	-4.279	9.73e-01		
244488_at	0.993	0.120271	-1.95	-4.279	-2.43	LSM14B	LSM family member 14B
241264_at	0.993	0.1202865	1.95	-4.279	1.63		
220792_at	0.993	0.1203052	-1.95	-4.279	-1.18	PRDM5	PR/SET domain 5
211314_at	0.993	0.1203566	-1.95	-4.28	-2.19	CACNA1G	calcium voltage-gated channel subunit alpha1 G
243838_at	0.993	0.120365	1.95	-4.28	2.01		
206140_at	0.993	0.1203863	1.95	-4.28	1.04	LHX2	LIM homeobox 2
1566194_at	0.993	0.1204036	-1.95	-4.28	-1.97		
235214_at	0.993	0.1204038	1.95	-4.28	1.41	LURAP1	leucine rich adaptor protein 1
236285_at	0.993	0.1204046	-1.95	-4.28	-1.34	KLHDC7B	kelch domain containing 7B
214106_s_at	0.993	0.1204243	1.95	-4.28	2.46	GMDS	GDP-mannose 4,6-dehydratase
236597_at	0.993	0.1204246	-1.95	-4.28	-2.14	UGT3A1	UDP glycosyltransferase family 3 member A1
224426_s_at	0.993	0.1204254	1.95	-4.28	1.79	ACTR3BP2///ACTR3BP5	ACTR3B pseudogene 2///ACTR3B pseudogene 5
222024_s_at	0.993	0.1204344	1.95	-4.28	8.96e-01	AKAP13	A-kinase anchoring protein 13
230674_at	0.993	0.1204645	-1.95	-4.28	-1.61	LGR4	leucine rich repeat containing G protein-coupled receptor 4
219994_at	0.993	0.1204655	1.95	-4.28	1.73	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein
202099_s_at	0.993	0.1204753	1.95	-4.28	1.18	DGCR2	DiGeorge syndrome critical region gene 2
235422_at	0.993	0.1205038	-1.95	-4.281	-1.36		
207860_at	0.993	0.1205062	1.95	-4.281	2.04	NCR1	natural cytotoxicity triggering receptor 1
219416_at	0.993	0.1205492	1.95	-4.281	1.08	SCARA3	scavenger receptor class A member 3
229030_at	0.993	0.1205827	-1.95	-4.281	-1.39	CAPN8	calpain 8
205194_at	0.993	0.1205863	1.95	-4.281	1.05	PSPH	phosphoserine phosphatase
241765_at	0.993	0.120622	1.95	-4.282	1.06	CPM	carboxypeptidase M
213446_s_at	0.993	0.1206304	-1.95	-4.282	-9.06e-01	IQGAP1	IQ motif containing GTPase activating protein 1
216429_at	0.993	0.1206328	-1.95	-4.282	-9.07e-01		
235735_at	0.993	0.1206648	1.95	-4.282	2.50	TNFSF8	tumor necrosis factor superfamily member 8
220851_at	0.993	0.1206677	-1.95	-4.282	-9.50e-01		
1561894_at	0.993	0.1207191	1.95	-4.282	1.22	C7orf49	chromosome 7 open reading frame 49
211173_at	0.993	0.1207391	-1.95	-4.282	-9.55e-01	CCKAR	cholecystokinin A receptor
1570486_at	0.993	0.1207409	1.95	-4.282	2.47	SOX6	SRY-box 6
227227_at	0.993	0.1207495	1.95	-4.282	9.50e-01		
229305_at	0.993	0.1207769	1.95	-4.283	2.81	CENPU	centromere protein U
243398_at	0.993	0.1207958	-1.95	-4.283	-2.79		
208126_s_at	0.993	0.1208	-1.95	-4.283	-1.46	CYP2C18	cytochrome P450 family 2 subfamily C member 18
220104_at	0.993	0.120824	1.95	-4.283	9.71e-01	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
204111_at	0.993	0.1208689	1.95	-4.283	1.29	HNMT	histamine N-methyltransferase
232212_at	0.993	0.1208696	1.95	-4.283	2.74	PLEKHA8	pleckstrin homology domain containing A8
1570177_at	0.993	0.1208807	-1.95	-4.283	-1.72		
240114_s_at	0.993	0.120881	1.95	-4.283	9.02e-01	TMEM174	transmembrane protein 174
236572_at	0.993	0.1208937	1.95	-4.284	1.80		
221411_at	0.993	0.1209106	-1.95	-4.284	-1.18	HOXD12	homeobox D12
241792_x_at	0.993	0.1209983	-1.95	-4.284	-1.89	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
1555099_at	0.993	0.1210111	-1.95	-4.284	-2.68	MPP4	membrane palmitoylated protein 4
203398_s_at	0.993	0.121021	-1.95	-4.284	-1.19	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3
240946_at	0.993	0.121058	-1.95	-4.285	-3.24		
238303_at	0.993	0.1210906	-1.95	-4.285	-1.13		
227128_s_at	0.993	0.1210908	-1.95	-4.285	-1.57	TACSTD2	tumor-associated calcium signal transducer 2
239523_at	0.993	0.1211249	-1.95	-4.285	-1.61	TUSC5	tumor suppressor candidate 5
224995_at	0.993	0.1211305	-1.95	-4.285	-9.59e-01	SPIRE1	spire type actin nucleation factor 1
1567912_s_at	0.993	0.1211413	1.95	-4.285	3.49	CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3	cancer/testis antigen family 45, member A8///cancer/testis antigen family 45, member A9///cancer/testis antigen family 45, member A10///cancer/testis antigen family 45, member A7///cancer/testis antigen family 45, member A2///cancer/testis antigen family 45, member A1///cancer/testis antigen family 45, member A6///cancer/testis antigen family 45, member A5///cancer/testis antigen family 45, member A3
212262_at	0.993	0.1211553	1.95	-4.285	9.75e-01	QKI	QKI, KH domain containing RNA binding
205587_at	0.993	0.1211612	-1.95	-4.285	-1.16	FGFR1OP	FGFR1 oncogene partner
235987_at	0.993	0.1211619	1.95	-4.285	1.93	PRKXP1	protein kinase, X-linked, pseudogene 1
242502_at	0.993	0.1212057	-1.94	-4.286	-1.70	KCNH5	potassium voltage-gated channel subfamily H member 5
217346_at	0.993	0.1212249	-1.94	-4.286	-8.90e-01		
207346_at	0.993	0.1212252	-1.94	-4.286	-1.22	STX2	syntaxin 2
201265_at	0.993	0.1212493	-1.94	-4.286	-1.05		
217126_at	0.993	0.1212495	-1.94	-4.286	-2.98		
221100_at	0.993	0.1212516	-1.94	-4.286	-1.76	C6orf15	chromosome 6 open reading frame 15
237500_at	0.993	0.1212922	-1.94	-4.286	-9.10e-01		
224916_at	0.993	0.121296	1.94	-4.286	1.58	TMEM173	transmembrane protein 173
228834_at	0.993	0.1212979	-1.94	-4.286	-1.01	TOB1	transducer of ERBB2, 1
234909_at	0.993	0.1213456	-1.94	-4.287	-9.65e-01		
239457_at	0.993	0.1213502	1.94	-4.287	3.52	ATP8B3	ATPase phospholipid transporting 8B3
1553776_at	0.993	0.1213645	-1.94	-4.287	-1.70	UBE2U	ubiquitin conjugating enzyme E2 U (putative)
203023_at	0.993	0.1213689	-1.94	-4.287	-1.01	NOP16	NOP16 nucleolar protein
241286_at	0.993	0.1213986	1.94	-4.287	1.46		
203859_s_at	0.993	0.1214106	1.94	-4.287	1.14	PALM	paralemmin
AFFX-CreX-5_at	0.993	0.1214258	-1.94	-4.287	-9.35e-01		
1569023_a_at	0.993	0.1214966	1.94	-4.288	2.76	LINC00458	long intergenic non-protein coding RNA 458
210413_x_at	0.993	0.1215542	1.94	-4.288	1.91	SERPINB4///SERPINB3	serpin family B member 4///serpin family B member 3
204832_s_at	0.993	0.121566	-1.94	-4.288	-9.84e-01	BMPR1A	bone morphogenetic protein receptor type 1A
234421_s_at	0.993	0.1215689	-1.94	-4.288	-1.78	EVC	EvC ciliary complex subunit 1
206873_at	0.993	0.1215787	-1.94	-4.288	-2.08	CA6	carbonic anhydrase 6
230435_at	0.993	0.121587	1.94	-4.289	9.46e-01	FAM228B	family with sequence similarity 228 member B
238578_at	0.993	0.1216009	1.94	-4.289	2.97	TMEM182	transmembrane protein 182
239860_at	0.993	0.121612	-1.94	-4.289	-9.38e-01	LOC100130232	LP2209
211829_s_at	0.993	0.1216154	-1.94	-4.289	-2.82	GPER1	G protein-coupled estrogen receptor 1
230038_at	0.993	0.1216158	-1.94	-4.289	-1.02	ATXN7L2	ataxin 7 like 2
1555267_at	0.993	0.1216247	-1.94	-4.289	-9.53e-01	GRID1	glutamate ionotropic receptor delta type subunit 1
1553313_s_at	0.993	0.1216402	-1.94	-4.289	-1.45	SLC5A3	solute carrier family 5 member 3
1557698_at	0.993	0.1216558	-1.94	-4.289	-1.04		
1556504_at	0.993	0.1216719	-1.94	-4.289	-2.45		
232905_at	0.993	0.121702	1.94	-4.289	1.47	GTF2H5	general transcription factor IIH subunit 5
1559548_at	0.993	0.1217783	1.94	-4.29	1.37	ACVR2B	activin A receptor type 2B
238254_at	0.993	0.1217885	-1.94	-4.29	-1.00	ZNF677	zinc finger protein 677
243984_at	0.993	0.1217929	1.94	-4.29	1.04	SCRG1	stimulator of chondrogenesis 1
241137_at	0.993	0.1218551	-1.94	-4.29	-1.23	DPCR1	diffuse panbronchiolitis critical region 1
1561192_at	0.993	0.1218712	-1.94	-4.291	-2.12		
201187_s_at	0.993	0.1218769	-1.94	-4.291	-1.62	ITPR3	inositol 1,4,5-trisphosphate receptor type 3
201439_at	0.993	0.1218781	1.94	-4.291	1.05	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1
221431_s_at	0.993	0.1219038	-1.94	-4.291	-2.10	OR12D3	olfactory receptor family 12 subfamily D member 3
239397_at	0.993	0.1219679	-1.94	-4.291	-1.10	ARHGEF7	Rho guanine nucleotide exchange factor 7
237617_at	0.993	0.1220089	-1.94	-4.292	-2.54	LOC100506675	uncharacterized LOC100506675
237654_at	0.993	0.12202	1.94	-4.292	9.52e-01	PPP1R36	protein phosphatase 1 regulatory subunit 36
222350_at	0.993	0.1220306	-1.94	-4.292	-1.37		
228720_at	0.993	0.1220314	-1.94	-4.292	-1.19	SORCS2	sortilin related VPS10 domain containing receptor 2
205371_s_at	0.993	0.1220539	1.94	-4.292	1.09	DBT	dihydrolipoamide branched chain transacylase E2
1562939_at	0.993	0.1221194	-1.94	-4.292	-1.79	CARMIL1	capping protein regulator and myosin 1 linker 1
202310_s_at	0.993	0.122128	1.94	-4.292	3.45	COL1A1	collagen type I alpha 1 chain
222342_at	0.993	0.1221739	-1.94	-4.293	-9.41e-01		
225584_at	0.993	0.1222475	-1.94	-4.293	-9.11e-01	HCG18	HLA complex group 18 (non-protein coding)
231567_s_at	0.993	0.122274	-1.94	-4.293	-1.21	CCDC62	coiled-coil domain containing 62
242700_at	0.993	0.122288	1.94	-4.294	1.98	PON2	paraoxonase 2
224556_s_at	0.993	0.1222967	-1.94	-4.294	-1.92	LHX6	LIM homeobox 6
241311_at	0.993	0.1223162	-1.94	-4.294	-1.20		
240401_at	0.993	0.122353	1.94	-4.294	2.86		
223499_at	0.993	0.1223593	-1.94	-4.294	-9.53e-01	C1QTNF5///MFRP	C1q and tumor necrosis factor related protein 5///membrane frizzled-related protein
205987_at	0.993	0.1224024	1.94	-4.294	2.05	CD1C	CD1c molecule
208414_s_at	0.993	0.1224033	1.94	-4.294	2.24	HOXB3	homeobox B3
217259_at	0.993	0.1224149	1.94	-4.294	1.96		
205150_s_at	0.993	0.1224356	-1.94	-4.295	-1.31	TRIL	TLR4 interactor with leucine rich repeats
241090_at	0.993	0.1224366	-1.94	-4.295	-1.39		
219370_at	0.993	0.1224422	1.94	-4.295	1.09	RPRM	reprimo, TP53 dependent G2 arrest mediator candidate
233947_s_at	0.993	0.1224567	-1.94	-4.295	-1.51	TBX5-AS1	TBX5 antisense RNA 1
1553420_at	0.993	0.1224597	-1.94	-4.295	-9.56e-01	SATB2-AS1	SATB2 antisense RNA 1
206099_at	0.993	0.1224799	1.94	-4.295	1.04	PRKCH	protein kinase C eta
1559597_at	0.993	0.1224823	1.94	-4.295	2.35		
224486_s_at	0.993	0.1225238	1.94	-4.295	1.19	C15orf41	chromosome 15 open reading frame 41
1565817_at	0.993	0.1225241	1.94	-4.295	2.40	IKZF1	IKAROS family zinc finger 1
1560698_a_at	0.993	0.1225283	-1.94	-4.295	-1.85	TRHDE-AS1	TRHDE antisense RNA 1
210315_at	0.993	0.1225544	-1.94	-4.295	-2.85	SYN2	synapsin II
205700_at	0.993	0.1225661	-1.94	-4.296	-1.20	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6
206404_at	0.993	0.1225821	-1.94	-4.296	-1.83	FGF9	fibroblast growth factor 9
236162_at	0.993	0.122583	1.94	-4.296	1.47		
223791_at	0.993	0.1225968	1.94	-4.296	2.66	FAM27B///FAM27C	family with sequence similarity 27 member B///family with sequence similarity 27 member C
1554814_at	0.993	0.1226241	-1.94	-4.296	-1.70	UBE2O	ubiquitin conjugating enzyme E2 O
219815_at	0.993	0.1226632	-1.93	-4.296	-9.09e-01	GAL3ST4	galactose-3-O-sulfotransferase 4
48117_at	0.993	0.122673	-1.93	-4.296	-8.96e-01	SGF29	SAGA complex associated factor 29
232820_s_at	0.993	0.1226787	-1.93	-4.296	-1.41	GTSF1L	gametocyte specific factor 1 like
237610_at	0.993	0.1226979	-1.93	-4.297	-1.30	LOC101929512	uncharacterized LOC101929512
234897_s_at	0.993	0.1227148	-1.93	-4.297	-1.03	LY6G6F///LY6G6D	lymphocyte antigen 6 complex, locus G6F///lymphocyte antigen 6 complex, locus G6D
222972_at	0.993	0.1227203	-1.93	-4.297	-1.64	VSX1	visual system homeobox 1
220638_s_at	0.993	0.1227519	-1.93	-4.297	-9.95e-01	CBLC	Cbl proto-oncogene C
243893_at	0.993	0.122777	-1.93	-4.297	-1.09	KCNC3	potassium voltage-gated channel subfamily C member 3
1569021_at	0.993	0.122779	1.93	-4.297	1.20	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
234925_at	0.993	0.1228004	-1.93	-4.297	-2.60	LINC00917	long intergenic non-protein coding RNA 917
219230_at	0.993	0.1228202	1.93	-4.297	9.50e-01	TMEM100	transmembrane protein 100
214400_at	0.993	0.1228217	-1.93	-4.297	-1.27	INSL3	insulin like 3
1559942_at	0.993	0.1228317	-1.93	-4.297	-1.14	MDFIC	MyoD family inhibitor domain containing
201666_at	0.993	0.122835	1.93	-4.298	1.76	TIMP1	TIMP metallopeptidase inhibitor 1
230026_at	0.993	0.1228364	1.93	-4.298	1.21	MRPL43	mitochondrial ribosomal protein L43
1554050_at	0.993	0.1228725	-1.93	-4.298	-1.53	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B
1552590_a_at	0.993	0.1228922	-1.93	-4.298	-9.30e-01	ABCC12	ATP binding cassette subfamily C member 12
237416_at	0.993	0.1229182	-1.93	-4.298	-9.38e-01		
204845_s_at	0.993	0.1229378	1.93	-4.298	1.63	ENPEP	glutamyl aminopeptidase
202610_s_at	0.993	0.1229656	1.93	-4.298	9.65e-01	MED14	mediator complex subunit 14
216406_at	0.993	0.1230042	-1.93	-4.299	-2.86		
223755_at	0.993	0.1230127	-1.93	-4.299	-2.40	KIRREL2	kin of IRRE like 2 (Drosophila)
239776_at	0.993	0.123055	1.93	-4.299	1.44	TMEM232	transmembrane protein 232
225059_at	0.993	0.1231235	1.93	-4.3	1.21	AGTRAP	angiotensin II receptor associated protein
243486_at	0.993	0.1231275	-1.93	-4.3	-2.57		
237920_at	0.993	0.1231279	-1.93	-4.3	-1.44	SYCP2	synaptonemal complex protein 2
1570397_x_at	0.993	0.1231599	1.93	-4.3	9.80e-01	LOC101928910///FAM66C	uncharacterized LOC101928910///family with sequence similarity 66 member C
1553376_a_at	0.993	0.1231788	-1.93	-4.3	-1.17	AXDND1	axonemal dynein light chain domain containing 1
223414_s_at	0.993	0.1231852	-1.93	-4.3	-8.90e-01	LYAR	Ly1 antibody reactive
243866_x_at	0.993	0.123199	1.93	-4.3	1.80		
241933_at	0.993	0.1232466	1.93	-4.3	1.29	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
238386_x_at	0.993	0.1232599	-1.93	-4.301	-1.75		
215060_at	0.993	0.1233509	-1.93	-4.301	-2.15	LOC101927610	uncharacterized LOC101927610
1554982_a_at	0.993	0.1233979	1.93	-4.302	3.54	EQTN	equatorin
201641_at	0.993	0.123398	1.93	-4.302	9.52e-01	BST2	bone marrow stromal cell antigen 2
213914_s_at	0.993	0.1234118	1.93	-4.302	1.04	SPTBN1	spectrin beta, non-erythrocytic 1
1564972_x_at	0.993	0.1234131	-1.93	-4.302	-1.07	SETDB2	SET domain bifurcated 2
241493_at	0.993	0.1234266	-1.93	-4.302	-1.21		
225015_s_at	0.993	0.1234653	-1.93	-4.302	-2.08	STK40	serine/threonine kinase 40
1566979_at	0.993	0.1234751	-1.93	-4.302	-2.55		
242576_x_at	0.993	0.1234878	-1.93	-4.302	-9.82e-01		
242091_at	0.993	0.1234884	1.93	-4.302	1.09	ZNF720	zinc finger protein 720
236146_at	0.993	0.123539	-1.93	-4.303	-1.11	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
213488_at	0.993	0.1235561	1.93	-4.303	9.61e-01	SNED1	sushi, nidogen and EGF like domains 1
1563904_at	0.993	0.1235742	-1.93	-4.303	-8.87e-01	LOC100129620	uncharacterized LOC100129620
235630_at	0.993	0.1236013	-1.93	-4.303	-9.60e-01		
201976_s_at	0.993	0.1236307	1.93	-4.303	1.19	MYO10	myosin X
214912_at	0.993	0.1236604	1.93	-4.303	2.65		
201607_at	0.993	0.1236643	1.93	-4.303	8.88e-01	PWP1	PWP1 homolog, endonuclein
240672_at	0.993	0.1236843	-1.93	-4.304	-1.62	WDR74	WD repeat domain 74
211055_s_at	0.993	0.123687	-1.93	-4.304	-1.33	INVS	inversin
215714_s_at	0.993	0.1236903	1.93	-4.304	9.75e-01	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
241318_at	0.993	0.123734	-1.93	-4.304	-8.86e-01		
244367_at	0.993	0.1237546	-1.93	-4.304	-1.34		
205451_at	0.993	0.1237867	-1.93	-4.304	-9.70e-01	FOXO4	forkhead box O4
239619_at	0.993	0.1237983	-1.93	-4.304	-9.75e-01		
219926_at	0.993	0.1238135	-1.93	-4.304	-1.09	POPDC3	popeye domain containing 3
225194_at	0.993	0.123825	1.93	-4.305	9.83e-01	PLRG1	pleiotropic regulator 1
216242_x_at	0.993	0.123831	1.93	-4.305	1.15	UPK3BL///POLR2J3///POLR2J2///POLR2J4///POLR2J	uroplakin 3B-like///RNA polymerase II subunit J3///RNA polymerase II subunit J2///RNA polymerase II subunit J4, pseudogene///RNA polymerase II subunit J
208664_s_at	0.993	0.1238583	-1.93	-4.305	-9.88e-01	TTC3P1///TTC3	tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
207449_s_at	0.993	0.1238926	1.93	-4.305	1.76	POFUT2	protein O-fucosyltransferase 2
1562990_at	0.993	0.1239378	-1.93	-4.305	-2.18	LINC00564	long intergenic non-protein coding RNA 564
213847_at	0.993	0.1239562	-1.93	-4.305	-2.54	PRPH	peripherin
205940_at	0.993	0.1240433	-1.93	-4.306	-1.98	MYH3	myosin, heavy chain 3, skeletal muscle, embryonic
211738_x_at	0.993	0.1240524	-1.93	-4.306	-1.03	CELA3A	chymotrypsin like elastase family member 3A
236142_at	0.993	0.124056	1.93	-4.306	1.86	PPIH	peptidylprolyl isomerase H
1564533_at	0.993	0.1240737	-1.92	-4.306	-2.18	LOC643711	platelet activating factor acetylhydrolase 1b catalytic subunit 2 pseudogene
1559264_at	0.993	0.1240785	1.92	-4.306	1.05	LACTB2-AS1	LACTB2 antisense RNA 1
219480_at	0.993	0.1240825	1.92	-4.306	3.22	SNAI1	snail family transcriptional repressor 1
216699_s_at	0.993	0.1241344	-1.92	-4.307	-1.32	KLK1	kallikrein 1
213054_at	0.993	0.1241704	1.92	-4.307	1.04	HAUS5	HAUS augmin like complex subunit 5
1557070_at	0.993	0.1241758	-1.92	-4.307	-1.98	TFAP2A-AS1	TFAP2A antisense RNA 1
1558754_at	0.993	0.1242263	1.92	-4.307	9.28e-01	ZNF763	zinc finger protein 763
225349_at	0.993	0.1242368	1.92	-4.307	1.21	ZNF496	zinc finger protein 496
220977_x_at	0.993	0.1242379	1.92	-4.307	9.72e-01	EPB41L5	erythrocyte membrane protein band 4.1 like 5
1569218_at	0.993	0.124243	1.92	-4.308	1.37	PKIA-AS1	PKIA antisense RNA 1
239427_at	0.993	0.124256	-1.92	-4.308	-1.57	SLAMF1	signaling lymphocytic activation molecule family member 1
1553483_at	0.993	0.1242863	1.92	-4.308	1.27	TSGA10IP	testis specific 10 interacting protein
202864_s_at	0.993	0.1243142	1.92	-4.308	1.41	SP100	SP100 nuclear antigen
1566952_at	0.993	0.1243419	-1.92	-4.308	-2.80		
1561667_at	0.993	0.1243457	-1.92	-4.308	-1.21	LOC102724640	uncharacterized LOC102724640
211317_s_at	0.993	0.1244	1.92	-4.309	1.22	CFLAR	CASP8 and FADD like apoptosis regulator
223222_at	0.993	0.1244018	-1.92	-4.309	-9.17e-01	SLC25A19	solute carrier family 25 member 19
215656_at	0.993	0.124402	-1.92	-4.309	-2.58	LMAN2	lectin, mannose binding 2
236968_at	0.993	0.1244102	-1.92	-4.309	-9.87e-01	CCER1	coiled-coil glutamate rich protein 1
239286_at	0.993	0.1244131	-1.92	-4.309	-1.35	CDH11	cadherin 11
243778_at	0.993	0.1244234	1.92	-4.309	1.53		
242847_at	0.993	0.1244362	-1.92	-4.309	-1.11	EMSY	EMSY, BRCA2 interacting transcriptional repressor
215092_s_at	0.993	0.1244636	-1.92	-4.309	-1.09	NFAT5	nuclear factor of activated T-cells 5
241036_at	0.993	0.1244638	1.92	-4.309	1.18		
217608_at	0.993	0.1244805	-1.92	-4.309	-9.35e-01	SREK1IP1	SREK1 interacting protein 1
206026_s_at	0.993	0.124484	-1.92	-4.309	-9.06e-01	TNFAIP6	TNF alpha induced protein 6
1552970_s_at	0.993	0.1244876	1.92	-4.309	1.99	ZMYM6	zinc finger MYM-type containing 6
1558693_s_at	0.993	0.1244918	1.92	-4.309	8.90e-01	GLMP	glycosylated lysosomal membrane protein
207548_at	0.993	0.1244926	-1.92	-4.309	-2.50	LOC100996542///GRM7	uncharacterized LOC100996542///glutamate metabotropic receptor 7
226732_at	0.993	0.124507	-1.92	-4.309	-1.03	RBM33	RNA binding motif protein 33
